"","OBJECTID","Institution_Code","Catalog_Number","Scientific.Name","Collector","Collector_Num_Prefix","Collector_Num","Collector_Num_Suffix","early_J_date","late_J_date","Date_Collected","County","Elevation","Locality","Latitude","Longitude","Datum","Link_Back","Column1","Common.Name","Family","Lifeform","CRPR","GRank","SRank","CESA","FESA","Blooming.Period","Habitat","Micro.Habitat","Elevation.Low..m.","Elevation.Low..ft.","Elevation.High..m.","Elevation.High..ft.","CA.Endemic","States","Counties","Quads","EO.Total","EO.A","EO.B","EO.C","EO.D","EO.X","EO.U","EO.Historical","EO.Recent","EO.Extant","EO.Possibly.Extirpated","EO.Extirpated","Notes","Full.Scientific.Name","Synonyms","Element.Code","USDA.PLANTS.Symbol","Flora.Status","CBR.Reason","Date.Added","Date.Changed","Last.Update","X"
"318",14925,"SBBG","SBBG124166","Streptanthus campestris","R. Burgess, K. Danielsen, D. Taylor, P. Munro","",1353,"",2449521,2449521,"17-Jun-1994","Ventura","1432 m","Ocean View Trail, near jct with Murrietta Divide Trail",34.478,-119.417,"","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SBBG124166"" target=""_blank"">View Details</a>",NA,"southern jewelflower","Brassicaceae","perennial herb","1B.3","G3","S3","None","None","(Apr)May-Jul","Chaparral, Lower montane coniferous forest, Pinyon and juniper woodland","rocky",900,2950,2300,7545,FALSE,"BA","IMP, LAX, RIV, SBA, SBD, SDG, VEN","Tierra Del Sol (3211653), Campo (3211654), In-ko-pah Gorge (3211661), Jacumba (3211662), Live Oak Springs (3211663), Cameron Corners (3211664), Morena Reservoir (3211665), Sombrero Peak (3211673), Mount Laguna (3211674), Descanso (3211675), Monument Peak (3211684), Cuyamaca Peak (3211685), Tule Springs (3211686), Whale Peak (3311613), Earthquake Valley (3311614), Julian (3311615), Tubb Canyon (3311624), Bucksnort Mtn. (3311645), Toro Peak (3311654), Butterfly Peak (3311655), Palm View Peak (3311665), Idyllwild (3311666), Palm Springs (3311675), San Jacinto Peak (3311676), Forest Falls (3411618), Yucca Valley North (3411624), Rimrock (3411625), Onyx Peak (3411626), Moonridge (3411627), Big Bear Lake (3411628), Yucaipa (3411711), Keller Peak (3411721), Harrison Mtn. (3411722), San Bernardino North (3411723), Warm Springs Mountain (3411855), Lake Hughes (3411864), Burnt Peak (3411865), White Ledge Peak (3411944), Madulce Peak (3411965)",65,0,1,1,1,0,62,29,36,65,0,0,"See Proceedings of the American Academy of Arts and Sciences 25:125 (1890) for original description.","Streptanthus campestris Wats.","","PDBRA2G0B0","STCA4",NA,NA,"1994-01-01","","2015-11-04",NA
"319",15024,"CAS-BOT-BC","CAS-BOT-BC274071","Imperata brevifolia","Henry M. Pollard","s.n.",NA,"",2437932,2437932,"Sept. 24, 1962","Ventura","","Ventura River Basin. North of Camp Edie, Matilija Canyon",34.501,-119.3445,"Terrain Nav. v. 8.7 (copied from SBBG42966)","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CAS-BOT-BC274071"" target=""_blank"">View Details</a>",NA,"California satintail","Poaceae","perennial rhizomatous herb","2B.1","G4","S3","None","None","Sep-May","Chaparral, Coastal scrub, Mojavean desert scrub, Meadows and seeps (often alkali), Riparian scrub","mesic",0,0,1215,3985,FALSE,"AZ, BA, NM, NV, SO, TX, UT","BUT, FRE, IMP, INY, KRN, LAK, LAX, ORA, RIV, SBD, TEH, TUL, VEN","Calexico (3211564), Heber (3211565), Blythe NE (3311465), McCoy Wash (3311466), Palm Springs (3311675), San Jacinto (3311678), White Water (3311686), Canada Gobernadora (3311755), Yucaipa (3411711), Redlands (3411712), Keller Peak (3411721), Harrison Mtn. (3411722), San Bernardino North (3411723), Glendora (3411727), Azusa (3411728), Condor Peak (3411832), Matilija (3411943), Wheeler Springs (3411953), Gosford (3511931), Furnace Creek (3611647), Nevares Peak (3611657), Panamint Butte (3611743), Craig Canyon (3611767), East of Tin Mountain (3611783), Visalia (3611933), Reedley (3611954), Wahtoke (3611964), Malaga (3611966), Fresno South (3611967), Piedra (3611974), Clovis (3611976), Fresno North (3611977), Scottys Castle (3711713), Whispering Pines (3812276), Clearlake Highlands (3812286), Paradise West (3912176), Richardson Springs (3912177), Campbell Mound (3912187)",32,0,0,0,1,0,31,25,7,32,0,0,"Many collections old; need field surveys.  Records from BUT, THE, and LAK counties may represent escapes from ornamental plantings.  Threatened by development and agriculture.  Mistakenly classified as a noxious weed in California from 1960 to 2004.  See Bulletin of the Torrey Botanical Club 13: 26 (1886) for original description.","Imperata brevifolia Vasey","","PMPOA3D020","IMBR2",NA,NA,"2006-12-26","","2013-06-12",NA
"320",15040,"UCR","UCR213736","Phacelia hubbyi","Scott D. White, Dustin Ray","",13120,"",2454988,2454988,"2009-Jun-05","Ventura","146 m","Ojai Valley, Ventura River, east of Live Oak Acres",34.4,-119.3,"not recorded","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=UCR213736"" target=""_blank"">View Details</a>",NA,"Hubby's phacelia","Hydrophyllaceae","annual herb","4.2","G4","S4","None","None","Apr-Jul","Chaparral, Coastal scrub, Valley and foothill grassland","gravelly, rocky, talus",0,0,1000,3280,TRUE,"","KRN, LAX, SBA, VEN","Yorba Linda (3311787), San Pedro (3311863), Torrance (3311873), Redondo Beach (3311874), Santa Cruz Island D (3311984), Santa Cruz Island C (3311985), San Dimas (3411717), Los Angeles (3411812), Hollywood (3411813), Malibu Beach (3411816), Point Dume (3411817), Triunfo Pass (3411818), Burbank (3411823), Van Nuys (3411824), Sunland (3411833), Val Verde (3411846), Acton (3411846), Piru (3411847), Warm Springs Mountain (3411855), Ventura (3411933), Matilija (3411943), Santa Barbara (3411946), Goleta (3411947), Hildreth Peak (3411955), Little Pine Mtn. (3411956), San Marcos Pass (3411957), Santa Ynez (3412051), Lompoc (3412064), Twitchell Dam (3412083), Cinco (3511831)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Many collections old; need field surveys.  Possibly threatened by development, fire suppression, and weed control measures.  See P. cicutaria var. hubbyi in The Jepson Manual (1993).  See Contr. Gray Herb. 49: 29 (1917) for original description, and Leaflets of Western Botany III(5): 120 (1942) and Madroño 56(3):205-207 (2009) for revised nomenclature.","Phacelia hubbyi (J.F. Macbr.) L.M. Garrison","Phacelia cicutaria var. hubbyi","PDHYD0C0R4","PHHU4",NA,NA,"2007-02-02","","2016-10-18",NA
"321",15162,"SD","SD42368","Layia heterotricha","Carl B. Wolf","",2434,"",2427944,2427944,"May 21, 1935","Ventura","1340 m","Santa Ynez Mountains. Ojai to Cuyama Valley Road, Pine Mountain, Upper Sespe Creek, 3.6 miles south of summit of Pine Mountain grade",34.61193,-119.36838,"not recorded","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SD42368"" target=""_blank"">View Details</a>",NA,"pale-yellow layia","Asteraceae","annual herb","1B.1","G2","S2","None","None","Mar-Jun","Cismontane woodland, Coastal scrub, Pinyon and juniper woodland, Valley and foothill grassland","alkaline or clay",300,980,1705,5595,TRUE,"","FRE, KNG, KRN, LAX, MNT, SBA, SBT, SLO, VEN","Matilija (3411943), Goleta (3411947), Wheeler Springs (3411953), Lake Cachuma (3411958), Lockwood Valley (3411961), San Guillermo (3411962), Reyes Peak (3411963), Rancho Nuevo Creek (3411964), Cuddy Valley (3411971), Sawmill Mountain (3411972), Apache Canyon (3411973), Cuyama Peak (3411974), Fox Mountain (3411975), Salisbury Potrero (3411976), Pleito Hills (3411981), Ballinger Canyon (3411984), Bates Canyon (3411988), Lompoc (3412064), Surf (3412065), Casmalia (3412075), Freeman Junction (3511758), Mojave (3511812), Monolith (3511813), Tehachapi South (3511814), Tehachapi NE (3511823), Tehachapi North (3511824), Elkhorn Hills (3511915), Wells Ranch (3511916), Caliente Mtn. (3511917), Taylor Canyon (3511918), Panorama Hills (3511926), Chimineas Ranch (3511928), Reward (3511936), McKittrick Summit (3511937), Simmler (3511938), Carneros Rocks (3511947), Las Yeguas Ranch (3511948), California Valley (3512031), La Panza (3512032), Camatta Ranch (3512043), Wilson Corner (3512044), Orchard Peak (3512062), Cholame (3512063), Tent Hills (3512072), Cholame Valley (3512073), Tierra Redonda Mountain (3512078), Garza Peak (3512082), The Dark Hole (3512083), Hames Valley (3512088), Bryson (3512171), Burnett Peak (3512172), Curry Mountain (3612014), Smith Mountain (3612015), Coalinga (3612023), Monarch Peak (3612027), Nattrass Valley (3612028), Domengine Ranch (3612033), Joaquin Rocks (3612034), Santa Rita Peak (3612035), Lonoak (3612038), Lillis Ranch (3612044), Ciervo Mtn. (3612045), Rock Spring Peak (3612048), Tumey Hills (3612056), Panoche (3612057), Bear Canyon (3612113), San Lucas (3612121), Thompson Canyon (3612122), Greenfield (3612132)",125,21,12,1,8,1,82,51,74,124,0,1,"Threatened by agricultural conversion and previous construction of San Antonio Reservoir, grazing, non-native plants, and vehicles.  Potentially threatened by road maintenance and wind energy development.","Layia heterotricha (DC.) H. & A.","","PDAST5N070","LAHE",NA,NA,"1994-01-01","","2011-11-22",NA
"322",15206,"SBBG","SBBG92771","Ribes amarum var. hoffmannii","H. M. Pollard","",NA,"",2435518,2435518,"14-Feb-1956","Santa Barbara","","Cold Spring Cyn, behind Montecito",34.459,-119.654,"","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SBBG92771"" target=""_blank"">View Details</a>",NA,"Hoffmann's bitter gooseberry","Grossulariaceae","perennial deciduous shrub","3","G4?T3","S3","None","None","Mar-Apr","Chaparral, Riparian woodland","",5,15,1190,3905,TRUE,"","SBA, VEN","Julian (3311615), Santa Barbara (3411946), Santa Ynez (3412051)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Move to List 1B?  Location, rarity, and endangerment information needed.  Expected to only occur in the Santa Ynez Mtns., but plants are also recorded from the San Rafael Mtns.  Taxonomic distinctiveness from R. amarum is uncertain; needs further study.  Possibly threatened by non-native plants.  A synonym of R. amarum in TJM (1993) and TJM 2.","Ribes amarum McClat. var. hoffmannii Munz","","PDGRO02012","RIAM",NA,NA,"1984-01-01","","2014-07-30",NA
"323",15254,"UC","UC1135525","Quercus dumosa","J. E. Sowder","",159,"",2427466,2427466,"Jan 28 1934","Ventura","274 m","on road between Ojai Valley and Upper Ojai Valley; Santa Paula Quad.",34.4463,-119.1898,"not recorded","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=UC1135525"" target=""_blank"">View Details</a>",NA,"Nuttall's scrub oak","Fagaceae","perennial evergreen shrub","1B.1","G3","S3","None","None","Feb-Apr(May-Aug)","Closed-cone coniferous forest, Chaparral, Coastal scrub","sandy, clay loam",15,45,400,1310,FALSE,"BA","LAX, ORA, SBA, SDG, VEN","Otay Mountain (3211657), Otay Mesa (3211658), Dulzura (3211667), Jamul Mountains (3211668), Alpine (3211677), El Cajon (3211678), Imperial Beach (3211751), National City (3211761), Point Loma (3211762), La Mesa (3211771), La Jolla (3211772), Poway (3211781), Del Mar (3211782), Escondido (3311711), Rancho Santa Fe (3311712), Encinitas (3311713), San Marcos (3311722), San Luis Rey (3311723), Oceanside (3311724), Las Pulgas Canyon (3311734), Margarita Peak (3311744), Dana Point (3311746), Canada Gobernadora (3311755), San Juan Capistrano (3311756), Laguna Beach (3311757), Hollywood (3411813), Beverly Hills (3411814), Triunfo Pass (3411818), Newbury Park (3411828), White Ledge Peak (3411944), Carpinteria (3411945), Santa Barbara (3411946)",180,11,14,14,3,3,135,47,133,177,1,2,"Threatened by development, fire suppression, and vegetation/fuels management.  Possibly threatened by hybridization with Q. berberidifolia.  Widespread scrub oak from much of cismontane CA, previously called Q. dumosa, is now Q. berberidifolia.","Quercus dumosa Nutt.","","PDFAG050D0","QUDU",NA,NA,"1994-01-01","","2012-05-17",NA
"324",15263,"UCD","UCD120527","Phacelia hubbyi","R. Curtis","",15,"",2449852,2449852,"14 May 1995","Ventura","585 m","3.4 mi. off Hwy 33 on Creek Rd.",34.4,-119.383333,"not recorded","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=UCD120527"" target=""_blank"">View Details</a>",NA,"Hubby's phacelia","Hydrophyllaceae","annual herb","4.2","G4","S4","None","None","Apr-Jul","Chaparral, Coastal scrub, Valley and foothill grassland","gravelly, rocky, talus",0,0,1000,3280,TRUE,"","KRN, LAX, SBA, VEN","Yorba Linda (3311787), San Pedro (3311863), Torrance (3311873), Redondo Beach (3311874), Santa Cruz Island D (3311984), Santa Cruz Island C (3311985), San Dimas (3411717), Los Angeles (3411812), Hollywood (3411813), Malibu Beach (3411816), Point Dume (3411817), Triunfo Pass (3411818), Burbank (3411823), Van Nuys (3411824), Sunland (3411833), Val Verde (3411846), Acton (3411846), Piru (3411847), Warm Springs Mountain (3411855), Ventura (3411933), Matilija (3411943), Santa Barbara (3411946), Goleta (3411947), Hildreth Peak (3411955), Little Pine Mtn. (3411956), San Marcos Pass (3411957), Santa Ynez (3412051), Lompoc (3412064), Twitchell Dam (3412083), Cinco (3511831)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Many collections old; need field surveys.  Possibly threatened by development, fire suppression, and weed control measures.  See P. cicutaria var. hubbyi in The Jepson Manual (1993).  See Contr. Gray Herb. 49: 29 (1917) for original description, and Leaflets of Western Botany III(5): 120 (1942) and Madroño 56(3):205-207 (2009) for revised nomenclature.","Phacelia hubbyi (J.F. Macbr.) L.M. Garrison","Phacelia cicutaria var. hubbyi","PDHYD0C0R4","PHHU4",NA,NA,"2007-02-02","","2016-10-18",NA
"325",15314,"SBBG","SBBG85362","Calandrinia breweri","H. M. Pollard","",NA,"",2434108,2434108,"5-Apr-1952","Santa Barbara","","Romero Cyn",34.469,-119.589,"","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SBBG85362"" target=""_blank"">View Details</a>",NA,"Brewer's calandrinia","Montiaceae","annual herb","4.2","G4","S4","None","None","(Jan)Mar-Jun","Chaparral, Coastal scrub","sandy or loamy, disturbed sites and burns",10,30,1220,4005,FALSE,"BA","CCA, LAX, MEN, MNT, MPA, MRN, NAP, ORA, RIV, SBA, SBD, SCL, SCR, SCZ, SDG, SHA, SLO, SMT, SON, SRO, VEN","Jamul Mountains (3211668), Alpine (3211677), El Cajon (3211678), Poway (3211781), Vail Lake (3311648), Black Star Canyon (3311776), Santa Rosa Island North (3312081), Topanga (3411815), Matilija (3411943), Goleta (3411947), Santa Ynez (3412051), Pismo Beach (3512026), Villa Creek (3512174), Cape San Martin (3512184), Bear Canyon (3612113), Partington Ridge (3612126), Coulterville (3712062), Laurel (3712118), Antioch South (3712187), Clayton (3712188), Cupertino (3712231), Mindego Hill (3712232), Palo Alto (3712242), Woodside (3712243), San Rafael (3712285), Clarksville (3812161), Mt. George (3812232), Napa (3812233), Kenwood (3812245)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Potentially threatened by development.  Possibly threatened by fire suppression and road maintenance.  Plant appears to be widely scattered but uncommon everywhere, and most collections are old; needs field surveys.  See Proceedings of the American Academy of Arts and Sciences 11:124 (1876) for original description.","Calandrinia breweri Wats.","","PDPOR01020","CABR3",NA,NA,"1994-01-01","","2015-07-24",NA
"326",15326,"SBBG","SBBG116627","Calandrinia breweri","R. Burgess, P. Munro","",2719,"",2450914,2450914,"10-Apr-1998","Ventura","716 m","Murietta Divide rd (24W07) at Murietta Saddle",34.491,-119.436,"","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SBBG116627"" target=""_blank"">View Details</a>",NA,"Brewer's calandrinia","Montiaceae","annual herb","4.2","G4","S4","None","None","(Jan)Mar-Jun","Chaparral, Coastal scrub","sandy or loamy, disturbed sites and burns",10,30,1220,4005,FALSE,"BA","CCA, LAX, MEN, MNT, MPA, MRN, NAP, ORA, RIV, SBA, SBD, SCL, SCR, SCZ, SDG, SHA, SLO, SMT, SON, SRO, VEN","Jamul Mountains (3211668), Alpine (3211677), El Cajon (3211678), Poway (3211781), Vail Lake (3311648), Black Star Canyon (3311776), Santa Rosa Island North (3312081), Topanga (3411815), Matilija (3411943), Goleta (3411947), Santa Ynez (3412051), Pismo Beach (3512026), Villa Creek (3512174), Cape San Martin (3512184), Bear Canyon (3612113), Partington Ridge (3612126), Coulterville (3712062), Laurel (3712118), Antioch South (3712187), Clayton (3712188), Cupertino (3712231), Mindego Hill (3712232), Palo Alto (3712242), Woodside (3712243), San Rafael (3712285), Clarksville (3812161), Mt. George (3812232), Napa (3812233), Kenwood (3812245)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Potentially threatened by development.  Possibly threatened by fire suppression and road maintenance.  Plant appears to be widely scattered but uncommon everywhere, and most collections are old; needs field surveys.  See Proceedings of the American Academy of Arts and Sciences 11:124 (1876) for original description.","Calandrinia breweri Wats.","","PDPOR01020","CABR3",NA,NA,"1994-01-01","","2015-07-24",NA
"327",15349,"SBBG","SBBG56542","Sagittaria sanfordii","H. M. Pollard","",NA,"",2431621,2431621,"14-Jun-1945","Ventura","","Muddy Lake [Mirror Lake]",34.423,-119.289,"","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SBBG56542"" target=""_blank"">View Details</a>",NA,"Sanford's arrowhead","Alismataceae","perennial rhizomatous herb (emergent)","1B.2","G3","S3","None","None","May-Oct(Nov)","Marshes and swamps (assorted shallow freshwater)","",0,0,650,2135,TRUE,"","BUT, DNT, ELD, FRE, MER, MPA, MRN, NAP, ORA, PLA, SAC, SBD, SHA, SJQ, SOL, TEH, TUL, VEN, YUB","Newport Beach (3311768), Cucamonga Peak (3411725), Matilija (3411943), Ivanhoe (3611942), Monson (3611943), Orange Cove South (3611953), Reedley (3611954), Orange Cove North (3611963), Wahtoke (3611964), Piedra (3611974), Clovis (3611976), Fresno North (3611977), Friant (3611986), Jamesan (3612062), Mendota Dam (3612073), Delta Ranch (3712016), Los Banos (3712017), Turner Ranch (3712026), Owens Reservoir (3712032), Merced (3712034), Atwater (3712035), Stevinson (3712037), Gustine (3712038), Yosemite Lake (3712044), Lathrop (3712173), Stockton West (3712183), Waterloo (3812112), Thornton (3812124), Isleton (3812125), Rio Vista (3812126), Galt (3812133), Bruceville (3812134), Courtland (3812135), Liberty Island (3812136), Carbondale (3812141), Sloughhouse (3812142), Elk Grove (3812143), Florin (3812144), Folsom SE (3812151), Carmichael (3812153), Sacramento East (3812154), Clarksville (3812161), Citrus Heights (3812163), Rio Linda (3812164), Nicolaus (3812185), Inverness (3812217), Yountville (3812243), Gridley (3912136), Biggs (3912146), Berry Creek (3912164), Richardson Springs NW (3912188), Dales (4012231), Bend (4012232), Tuscan Buttes Ne (4012241), Project City (4012263), Whiskeytown (4012265), Crescent City (4112472)",126,14,35,29,4,9,35,47,79,117,8,1,"Extirpated from southern California, and mostly extirpated from the Central Valley.  Several SAC Co. occurrences not relocated during fieldwork in 2005.  Threatened by grazing, development, recreational activities, non-native plants, road widening, and channel alteration and maintenance.  See Pittonia 2:158 (1890) for original description.","Sagittaria sanfordii Greene","","PMALI040Q0","SASA2",NA,NA,"1984-01-01","","2012-11-06",NA
"328",15374,"CAS-BOT-BC","CAS-BOT-BC267094","Sagittaria sanfordii","Henry M. Pollard","s.n.",NA,"",2432007,2432007,"July 5, 1946","Ventura","","Ventura River Basin. Mirror Lake",34.423,-119.289,"Terrain Nav. v. 8.7 (copied from SBBG37059)","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CAS-BOT-BC267094"" target=""_blank"">View Details</a>",NA,"Sanford's arrowhead","Alismataceae","perennial rhizomatous herb (emergent)","1B.2","G3","S3","None","None","May-Oct(Nov)","Marshes and swamps (assorted shallow freshwater)","",0,0,650,2135,TRUE,"","BUT, DNT, ELD, FRE, MER, MPA, MRN, NAP, ORA, PLA, SAC, SBD, SHA, SJQ, SOL, TEH, TUL, VEN, YUB","Newport Beach (3311768), Cucamonga Peak (3411725), Matilija (3411943), Ivanhoe (3611942), Monson (3611943), Orange Cove South (3611953), Reedley (3611954), Orange Cove North (3611963), Wahtoke (3611964), Piedra (3611974), Clovis (3611976), Fresno North (3611977), Friant (3611986), Jamesan (3612062), Mendota Dam (3612073), Delta Ranch (3712016), Los Banos (3712017), Turner Ranch (3712026), Owens Reservoir (3712032), Merced (3712034), Atwater (3712035), Stevinson (3712037), Gustine (3712038), Yosemite Lake (3712044), Lathrop (3712173), Stockton West (3712183), Waterloo (3812112), Thornton (3812124), Isleton (3812125), Rio Vista (3812126), Galt (3812133), Bruceville (3812134), Courtland (3812135), Liberty Island (3812136), Carbondale (3812141), Sloughhouse (3812142), Elk Grove (3812143), Florin (3812144), Folsom SE (3812151), Carmichael (3812153), Sacramento East (3812154), Clarksville (3812161), Citrus Heights (3812163), Rio Linda (3812164), Nicolaus (3812185), Inverness (3812217), Yountville (3812243), Gridley (3912136), Biggs (3912146), Berry Creek (3912164), Richardson Springs NW (3912188), Dales (4012231), Bend (4012232), Tuscan Buttes Ne (4012241), Project City (4012263), Whiskeytown (4012265), Crescent City (4112472)",126,14,35,29,4,9,35,47,79,117,8,1,"Extirpated from southern California, and mostly extirpated from the Central Valley.  Several SAC Co. occurrences not relocated during fieldwork in 2005.  Threatened by grazing, development, recreational activities, non-native plants, road widening, and channel alteration and maintenance.  See Pittonia 2:158 (1890) for original description.","Sagittaria sanfordii Greene","","PMALI040Q0","SASA2",NA,NA,"1984-01-01","","2012-11-06",NA
"329",15459,"CAS-BOT-BC","CAS-BOT-BC145173","Phacelia hubbyi","Henry M. Pollard","s.n.",NA,"",2440370,2440370,"May 28, 1969","Ventura","","along Southern Pacific R.R. between Oak View and Rancho Arnaz",34.3798,-119.3071,"RSA:2009 (copied from RSA478472)","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CAS-BOT-BC145173"" target=""_blank"">View Details</a>",NA,"Hubby's phacelia","Hydrophyllaceae","annual herb","4.2","G4","S4","None","None","Apr-Jul","Chaparral, Coastal scrub, Valley and foothill grassland","gravelly, rocky, talus",0,0,1000,3280,TRUE,"","KRN, LAX, SBA, VEN","Yorba Linda (3311787), San Pedro (3311863), Torrance (3311873), Redondo Beach (3311874), Santa Cruz Island D (3311984), Santa Cruz Island C (3311985), San Dimas (3411717), Los Angeles (3411812), Hollywood (3411813), Malibu Beach (3411816), Point Dume (3411817), Triunfo Pass (3411818), Burbank (3411823), Van Nuys (3411824), Sunland (3411833), Val Verde (3411846), Acton (3411846), Piru (3411847), Warm Springs Mountain (3411855), Ventura (3411933), Matilija (3411943), Santa Barbara (3411946), Goleta (3411947), Hildreth Peak (3411955), Little Pine Mtn. (3411956), San Marcos Pass (3411957), Santa Ynez (3412051), Lompoc (3412064), Twitchell Dam (3412083), Cinco (3511831)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Many collections old; need field surveys.  Possibly threatened by development, fire suppression, and weed control measures.  See P. cicutaria var. hubbyi in The Jepson Manual (1993).  See Contr. Gray Herb. 49: 29 (1917) for original description, and Leaflets of Western Botany III(5): 120 (1942) and Madroño 56(3):205-207 (2009) for revised nomenclature.","Phacelia hubbyi (J.F. Macbr.) L.M. Garrison","Phacelia cicutaria var. hubbyi","PDHYD0C0R4","PHHU4",NA,NA,"2007-02-02","","2016-10-18",NA
"330",15475,"UCR","UCR80294","Imperata brevifolia","H. M. Pollard","s.n.",NA,"",2432471,2432471,"1947-Oct-12","Ventura","412 m","Western Transverse Range, near Lyon's Springs, Matilija Canyon",34.499,-119.338,"not recorded","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=UCR80294"" target=""_blank"">View Details</a>",NA,"California satintail","Poaceae","perennial rhizomatous herb","2B.1","G4","S3","None","None","Sep-May","Chaparral, Coastal scrub, Mojavean desert scrub, Meadows and seeps (often alkali), Riparian scrub","mesic",0,0,1215,3985,FALSE,"AZ, BA, NM, NV, SO, TX, UT","BUT, FRE, IMP, INY, KRN, LAK, LAX, ORA, RIV, SBD, TEH, TUL, VEN","Calexico (3211564), Heber (3211565), Blythe NE (3311465), McCoy Wash (3311466), Palm Springs (3311675), San Jacinto (3311678), White Water (3311686), Canada Gobernadora (3311755), Yucaipa (3411711), Redlands (3411712), Keller Peak (3411721), Harrison Mtn. (3411722), San Bernardino North (3411723), Glendora (3411727), Azusa (3411728), Condor Peak (3411832), Matilija (3411943), Wheeler Springs (3411953), Gosford (3511931), Furnace Creek (3611647), Nevares Peak (3611657), Panamint Butte (3611743), Craig Canyon (3611767), East of Tin Mountain (3611783), Visalia (3611933), Reedley (3611954), Wahtoke (3611964), Malaga (3611966), Fresno South (3611967), Piedra (3611974), Clovis (3611976), Fresno North (3611977), Scottys Castle (3711713), Whispering Pines (3812276), Clearlake Highlands (3812286), Paradise West (3912176), Richardson Springs (3912177), Campbell Mound (3912187)",32,0,0,0,1,0,31,25,7,32,0,0,"Many collections old; need field surveys.  Records from BUT, THE, and LAK counties may represent escapes from ornamental plantings.  Threatened by development and agriculture.  Mistakenly classified as a noxious weed in California from 1960 to 2004.  See Bulletin of the Torrey Botanical Club 13: 26 (1886) for original description.","Imperata brevifolia Vasey","","PMPOA3D020","IMBR2",NA,NA,"2006-12-26","","2013-06-12",NA
"331",15525,"SBBG","SBBG114443","Thelypteris puberula var. sonorensis","C. Bornstein, D. Emery","",NA,"",2448165,2448165,"30-Sep-1990","Santa Barbara","","Romero Cyn Trail",34.4583,-119.5907,"","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SBBG114443"" target=""_blank"">View Details</a>",NA,"Sonoran maiden fern","Thelypteridaceae","perennial rhizomatous herb","2B.2","G5T3","S2","None","None","Jan-Sep","Meadows and seeps (seeps and streams)","",50,160,610,2000,FALSE,"AZ, BA, SO","LAX, RIV, SBA, SBD","Beauty Mountain (3311646), Aguanga (3311647), Martinez Mtn. (3311653), Palm Springs (3311675), Harrison Mtn. (3411722), Glendora (3411727), Azusa (3411728), Topanga (3411815), Point Dume (3411817), Triunfo Pass (3411818), Mt. Wilson (3411821), Pasadena (3411822), Carpinteria (3411945), Santa Barbara (3411946), Goleta (3411947), Tajiguas (3412041), Gaviota (3412042), Tranquillon Mtn. (3412055), Manzanita Mtn. (3412081)",27,1,1,2,0,0,23,21,6,27,0,0,"Possibly threatened by foot traffic, recreational activities, and non-native plants.  See University of California Publications in Botany 59:91 (1971) for original description.","Thelypteris puberula (Baker) C. Morton var. sonorensis A.R. Smith","","PPTHE05192","THPUS",NA,NA,"1994-01-01","","2015-07-23",NA
